category,subcategory,source,content,token_length,revision_id,permanent_link,content_id
Age and Generations,Comparison of Age Groups,List of historical reenactment groups,"This is a list of Wikipedia articles on notable historical reenactment groups.

References
External links
seamstrue.com, Historical reenactment events worldwide on a map, with filters for date and type.",29,1285021655,https://en.wikipedia.org/w/index.php?title=List_of_historical_reenactment_groups&oldid=1285021655,6df4f9f275fa
Age and Generations,Comparison of Generations,Comparison of code generation tools,"== List of tools ==

Technical features


== References ==",10,1278545632,https://en.wikipedia.org/w/index.php?title=Comparison_of_code_generation_tools&oldid=1278545632,3f0668797039
Age and Generations,Death and Dying,Assisted dying,"Assisted dying (sometimes referred to as assisted death, aid in dying, medical aid in dying or help to die) has been defined as the involvement of healthcare professionals in the provision of lethal drugs intended to end a patient’s life, subject to eligibility criteria and safeguards.
It can include 

Assisted suicide, the practice of helping or assisting another person to end their life.
Euthanasia, the practice of otherwise intentionally ending someone's life to relieve pain and suffering.
Palliative sedation may in some cases accelerate the death of the patient, so sometimes it is also considered an assisted death.

See also
Right to die
Dignified death
Assisted dying in Australia
Voluntary assisted dying in Western Australia
Euthanasia in Canada
Euthanasia in the Netherlands
Euthanasia in New Zealand
Euthanasia in Switzerland
Assisted suicide in the United Kingdom
Euthanasia in the United Kingdom
Assisted suicide in the United States
Euthanasia in the United States
Euthanasia in ...
Assisted suicide in ...
Assisted dying in ...",162,1290449206,https://en.wikipedia.org/w/index.php?title=Assisted_dying&oldid=1290449206,264350f51ef1
Age and Generations,Generations,Pokémon Generations,"Pokémon Generations (ポケモンジェネレーションズ, Pokemon Jenerēshonzu) is a 2016 Japanese-animated original net animation (ONA) series produced by OLM and released on YouTube by The Pokémon Company. The series consists of several short stories inspired by Nintendo's Pokémon video game series (from Generations I to VI), as opposed to its main television series. A total of 18 episodes were produced, and were originally released in English on YouTube between September 16, 2016 and December 23, 2016. Japanese episodes have also aired via YouTube.

Episode list
References
External links
Pokémon Generations (anime) at Anime News Network's encyclopedia
Pokémon Generations at IMDb",98,1288364139,https://en.wikipedia.org/w/index.php?title=Pok%C3%A9mon_Generations&oldid=1288364139,5c5ddb77aa07
Age and Generations,Generations,Generations (song),"""Generations"" is the second single by Japanese voice actor Tetsuya Kakihara. It was released under Kiramune on September 18, 2013.

Single recording content


== References ==",26,1271897670,https://en.wikipedia.org/w/index.php?title=Generations_%28song%29&oldid=1271897670,37c4473ca840
Age and Generations,Teens and Youth,Biggs,"Biggs may refer to:

Arts and entertainment
Biggs (TV channel), a Portuguese television channel formerly for kids, teens and youth and now for teens and youth.
Biggs Darklighter, a character in Star Wars Episode IV: A New Hope
Biggs, a recurring character in the Final Fantasy series of role-playing games

Business and organizations
bigg's, a hypermarket chain in Ohio and Kentucky
Mr. Bigg's, Nigerian fast food chain
Biggs Furniture of Richmond, Virginia

People
Biggs (surname)
Kareem Burke, nicknamed ""Biggs"", an American entrepreneur and record executive
Ronald Isley, stagename ""Mr. Biggs"", an American singer-songwriter and record executive

Places
Biggs, California, U.S.
Biggs, Kentucky, U.S.
Biggs Junction, Oregon, U.S.
Biggs Army Airfield, Texas, U.S.
Biggs Settlement, Michigan, U.S.

See also

All pages with titles beginning with Biggs
All pages with titles containing Biggs
Bigg (disambiguation)
Big (disambiguation)
Biggs jasper, a gemstone discovered near Biggs Junction",143,1275245649,https://en.wikipedia.org/w/index.php?title=Biggs&oldid=1275245649,6449eacfc16f
Age and Generations,Younger Adults,Emerging Adulthood,"Emerging Adulthood is the second studio album by Dan Croll. It was released on 21 July 2017 by Communion Music.

Critical reception
At Metacritic, which assigns an average rating from mainstream critics, the album received a score of 57 out of 100, based on four reviews, which indicates ""mixed or average reviews"". Writing for The Independent, the journalist Andy Gill gave the album two out of five stars, writing, ""Dan Croll's follow-up to Sweet Disarray suffers from a kind of creeping anonymity: immediately after hearing it, it's virtually impossible to recollect the salient features of any track."" In a more positive review, Clash journalist Lois Browne wrote, ""Though Emerging Adulthood does push Croll far out of his personal comfort zone to a certain extent, it does feel like he could go further with the complexity. Nevertheless, his musicianship is undeniable, as each and every instrument on the record is played by himself. It's a vital sign that Croll's only just coming truly into his own.""

Track listing


== References ==",170,1190288154,https://en.wikipedia.org/w/index.php?title=Emerging_Adulthood&oldid=1190288154,072ec6875c78
Race and Ethnicity,Race and Ethnicity,List of U.S. states and territories by race and ethnicity,"This is a list of the 50 U.S. states, the 5 populated U.S. territories, and the District of Columbia by race/ethnicity. It includes a sortable table of population by race/ethnicity. The table excludes Hispanics from the racial categories, assigning them to their own category. The table also excludes all mixed raced/multiracial persons from the racial categories, assigning them to their own category. The information on Guam, the Northern Mariana Islands, and American Samoa, add up to more than 100% as the racial data for Hispanics was not broken out separately in the 2020 Census.

Race/ethnicity by U.S. state and territory
See also
List of largest U.S. municipalities by race/ethnicity in 2020


== References ==",114,1292177534,https://en.wikipedia.org/w/index.php?title=List_of_U.S._states_and_territories_by_race_and_ethnicity&oldid=1292177534,c60c74359077
Race and Ethnicity,"Race, Ethnicity and Politics",List of U.S. states and territories by race and ethnicity,"This is a list of the 50 U.S. states, the 5 populated U.S. territories, and the District of Columbia by race/ethnicity. It includes a sortable table of population by race/ethnicity. The table excludes Hispanics from the racial categories, assigning them to their own category. The table also excludes all mixed raced/multiracial persons from the racial categories, assigning them to their own category. The information on Guam, the Northern Mariana Islands, and American Samoa, add up to more than 100% as the racial data for Hispanics was not broken out separately in the 2020 Census.

Race/ethnicity by U.S. state and territory
See also
List of largest U.S. municipalities by race/ethnicity in 2020


== References ==",114,1292177534,https://en.wikipedia.org/w/index.php?title=List_of_U.S._states_and_territories_by_race_and_ethnicity&oldid=1292177534,c60c74359077
Race and Ethnicity,White Americans,White Native Americans,"White Native Americans may refer to:

Mestizo, a term used in Central and South America to refer to a person of combined European and Indigenous American descent
Métis, an ethnic group in Canada and parts of the United States of mixed Indigenous North American and European descent
White Amazonian Indians, a group of white-skinned natives spotted in the Amazon Rainforest from the 16th century by Spanish missionaries

See also
Multiracial Americans § Native American identity, multiracial people in the United States with a Native American identity
White Americans#Admixture in non-Hispanic whites, White Americans with American Indian ancestry",97,1256010961,https://en.wikipedia.org/w/index.php?title=White_Native_Americans&oldid=1256010961,4f6e760cecb6
Race and Ethnicity,Asian Americans,East Asian Americans,"East Asian Americans are Americans of East Asian ancestry. The term refers to those who can trace back their heritage to East Asia, which includes the countries of China, Japan, Mongolia, North Korea, South Korea, and Taiwan. In the United States census, they are a subcategory of Asian Americans, although individual racial classification is based on self-identification and the categorization is ""not an attempt to define race biologically, linguistically, anthropologically, or genetically"".

See also
Asian Americans
South Asian Americans
Southeast Asian Americans
Chinese Americans
Fuzhounese Americans
Hakka Americans
Hoklo Americans
Hong Kong Americans
Taiwanese Americans
Japanese Americans
Korean Americans
Ryukyuan Americans
Tibetan Americans


== References ==",106,1287465055,https://en.wikipedia.org/w/index.php?title=East_Asian_Americans&oldid=1287465055,f293f365de8f
Race and Ethnicity,Asian Americans,Southeast Asian Americans,"Southeast Asian Americans are Americans of Southeast Asian ancestry. The term refers to those who can trace back their heritage to Southeast Asia, which includes the countries of Brunei, Cambodia, East Timor, Indonesia, Laos, Malaysia, Myanmar, Philippines, Singapore, Thailand, and Vietnam. In the United States census, they are a subcategory of Asian Americans, although individual racial classification is based on self-identification and the categorization is ""not an attempt to define race biologically, anthropologically, or genetically"".

See also
Asian Americans
East Asian Americans
South Asian Americans
Burmese Americans
Cambodian Americans
Filipino Americans
Hmong Americans
Indonesian Americans
Iu Mien Americans
Laotian Americans
Malaysian Americans
Singaporean Americans
Thai Americans
Vietnamese Americans


== References ==",111,1263486122,https://en.wikipedia.org/w/index.php?title=Southeast_Asian_Americans&oldid=1263486122,ebeb0d3dbe38
Demographic Research and Immigration,Demographic Research,Demographic research,"Demographic research may refer to 

Demography, a field of study
Demographic Research (journal)",13,823337868,https://en.wikipedia.org/w/index.php?title=Demographic_research&oldid=823337868,e94662d1f845
Demographic Research and Immigration,Demographic Research,Demographic Research (journal),"Demographic Research is a peer-reviewed, open access academic journal covering demography. It was established in 1999 and is published by Max Planck Institute for Demographic Research. The editor-in-chief is Jakub Bijak (University of Southampton). According to the Journal Citation Reports, the journal has a 2016 impact factor of 1.320.

References
External links
Official website",54,1174110001,https://en.wikipedia.org/w/index.php?title=Demographic_Research_%28journal%29&oldid=1174110001,b3e2171d428c
Demographic Research and Immigration,Immigrant Populations,List of U.S. states and territories by immigrant population,"This is a list of U.S. states and the District of Columbia by immigrant population.
Immigrant population is defined as ""foreign-born,"" which means ""anyone who is not a U.S. citizen at birth.""

Foreign-born population
See also
List of sovereign states and dependent territories by immigrant population
List of United States cities by foreign-born population


== References ==",57,1284505985,https://en.wikipedia.org/w/index.php?title=List_of_U.S._states_and_territories_by_immigrant_population&oldid=1284505985,485dc568926a
Demographic Research and Immigration,Immigration Trends,Culture of South Australia,"South Australia (state of Australia) has a variety of wine-producing regions, including the popular tourist destination Barossa Valley. A majority of the population is concentrated around the Adelaide metropolitan area. 
The Adelaide Hills features many European-style villages and small towns from the state's immigration trends dating back to the 1880s. In sports, the state has the second highest rate of event attendance of all states and territories, with 49% of South Australians aged 15 years and over attending a sporting event each year. 
Some scenes of the internationally acclaimed Picnic at Hanging Rock were filmed in the rural areas of the state such as Martindale Hall.

See also
Tourism in Australia
Music of Australia
South Australian Museum


== References ==",120,1277909157,https://en.wikipedia.org/w/index.php?title=Culture_of_South_Australia&oldid=1277909157,ab83cdd0d92c
Biotechnology and Life Sciences,Biotech,Concord Biotech,"Concord Biotech Limited (CBL) is an Indian biotechnology company headquartered in Ahmedabad. The company manufactures fermentation-based biopharmaceutical active pharmaceutical ingredients (APIs) sold worldwide.
It manufactures biopharmaceutical products across therapy segments such as immunosuppressant, oncology, antifungal, antibacterial and anthelmintic. It has two manufacturing facilities–at Dholka near Ahmedabad, which is approved by USFDA, and at Limbasi in Kheda district.

History
Concord Biotech was founded in 2000 by Sudhir Vaid, a former director at Ranbaxy Laboratories. It was the first company in India and the second in the world to develop an anti-immuno suppressant tacrolimus.
In 2004, Rakesh Jhunjhunwala acquired around 14% stake in the company. In 2005, Hyderabad-based Matrix Laboratories acquired 55% stake in the company, by buying partial shareholding of Vaid and Jhunjhunwala. After Matrix Laboratories was acquired by Mylan, the latter sold back its stake in Concord Biotech to Vaid and Jhunjhunwala in 2009.
Quadria Capital acquired a 20% stake in Concord Biotech in 2016. Jhunjhunwala's Rare Enterprises holds 24% stake in the company. Quadria Capital sold its entire stake in Concord Biotech's 2023 initial public offering.

See also
Divi's Laboratories
Biocon


== References ==",185,1240033539,https://en.wikipedia.org/w/index.php?title=Concord_Biotech&oldid=1240033539,ac6434eb8a30
Biotechnology and Life Sciences,Gene Editing,Verve PCSK9-inhibitor gene therapy,"VERVE-101 and VERVE-102 are an experimental gene therapy developed by Verve Therapeutics that targets the PCSK9 gene and is intended to reduce blood cholesterol levels. It works on the same protein as the cholesterol-lowering drugs known as PCSK9 inhibitors but, unlike them, is permanent. It works via base editing, a form of CRISPR gene editing. It is one of the first gene therapies that could be beneficial to a broad segment of the population, in contrast to earlier gene therapies that were developed to treat a rare genetic disorder. Both treatments use the same RNA gene editing technology, but they use a different lipid nanoparticle delivery vehicle.


== References ==",110,1285641529,https://en.wikipedia.org/w/index.php?title=Verve_PCSK9-inhibitor_gene_therapy&oldid=1285641529,5a882695a059
Biotechnology and Life Sciences,Human Enhancement,Human Enhancement,"Human Enhancement (2009) is a non-fiction book edited by philosopher Nick Bostrom and philosopher and bioethicist Julian Savulescu. Savulescu and Bostrom write about the ethical implications of human enhancement and to what extent it is worth striving towards.


== References ==",41,1291966505,https://en.wikipedia.org/w/index.php?title=Human_Enhancement&oldid=1291966505,c5f8bcd4b5fe
"Cybersecurity, Privacy & Misinformation",Online Privacy and Security,Matt Curtin,"Matt Curtin (born 1973) is a computer scientist and entrepreneur in Columbus, Ohio best known for his work in cryptography and firewall systems.  He is the founder of Interhack Corporation, first faculty advisor of Open Source Club at The Ohio State University, and lecturer in the Department of Computer Science and Engineering at The Ohio State University, where he teaches a Common Lisp course.  The author of two books, Developing Trust: Online Privacy and Security and Brute Force: Cracking the Data Encryption Standard.
Curtin's work includes helping to prove the weakness of the Data Encryption Standard and providing expert testimony in Blumofe v. Pharmatrak, in which a key ruling was made by the U.S. Court of Appeals for the First Circuit, showing how the Electronic Communications Privacy Act (ECPA) applies to Web technology.

References
External links
Matt Curtin's homepage
Interhack Corporation",141,1221400687,https://en.wikipedia.org/w/index.php?title=Matt_Curtin&oldid=1221400687,47a6d9612c04
"Cybersecurity, Privacy & Misinformation",Online Privacy and Security,LibreWolf,"LibreWolf is a free and open-source fork of Firefox, with an emphasis on privacy and security. It is licensed under the MPL 2.0.
Full builds run on Open Build Service.

Development
LibreWolf was initially released for Linux operating systems on March 7, 2020. The goal of the LibreWolf project was to create a more privacy-focused version of Firefox. A community-maintained version for Windows was released a year later, with a macOS port released soon after.

Features
LibreWolf does not include telemetry or auto-updating, and certain features like Pocket are disabled. It does not have sponsored shortcuts.
By default, LibreWolf deletes the user's cookies and history when the browser is closed, but that feature can be disabled. LinuxSecurity noted that LibreWolf may not have full compatibility with some websites.
By default, Firefox Sync is disabled for LibreWolf, though it is possible to enable it in the browser's settings.
According to the website PrivacyTests.org in 2022, LibreWolf, along with Brave Browser and Tor Browser, had the most privacy protection compared to other browsers.

See also
Browser security
Pale Moon
Gecko (software)
Waterfox


== References ==",183,1292440457,https://en.wikipedia.org/w/index.php?title=LibreWolf&oldid=1292440457,18656942d3ce
"Cybersecurity, Privacy & Misinformation",Misinformation Online,Verified,"Verified is a United Nations project to improve access to accurate information. In the project the United Nations seeks to organize a network of millions of online volunteers to curate and fact check information online. Verified has held a social media campaigns using hashtags to raise awareness about misinformation, such as #PledgetoPause, #ItsPossible and #OnlyTogether.
The project is a response to misinformation online related to COVID-19. The project is especially concerned with online distribution of information.
India has expressed special interest in the project and is an organizer of it along with 12 other countries. wikiHow has also partnered with Verified.

References
Further reading
""UN launches new initiative to fight COVID-19 misinformation through 'digital first responders'"". UN News. 21 May 2020.

External links
Official website",125,1284647640,https://en.wikipedia.org/w/index.php?title=Verified&oldid=1284647640,957083b0b7b5
International Leaders,Pope Benedict XVI,Pope Benedict,"Benedict has been the papal name of fifteen Roman Catholic popes.  The name is derived from the Latin benedictus, meaning ""blessed"".

See also
Benedict (disambiguation)",25,1290732137,https://en.wikipedia.org/w/index.php?title=Pope_Benedict&oldid=1290732137,fd602b8f12c6
International Leaders,Narendra Modi,List of awards and honours received by Narendra Modi,"This is a comprehensive list of awards, honours, and recognitions received by Narendra Modi, the 14th and current Prime Minister of India since 2014. As of 2025, Prime Minister Modi has received more than a dozen civilian honours from foreign nations, making him the most internationally decorated Indian leader in history.

State honours
Scholastic
Prime Minister Modi has a policy of not accepting honorary degrees. He had refused to accept honorary doctorate from Southern University that was offered to him in 2014, and honorary Doctor of Law from Banaras Hindu University in 2016.
Earlier, he had also turned down honorary doctorates offered to him by several universities during his tenure as the Chief Minister of Gujarat.

Key to the City
Other awards
Recognition
Eponyms
Educational institutions
Narendra Modi Medical College

Stadiums
Narendra Modi Stadium

Flowers
Cymbidium Namo (an Orchid variety in Sikkim)
Dendrobium Narendra Modi (an Orchid hybrid in Singapore)
MODI (a Chrysanthemum strain in Israel)

Policies
Modicare
Modinomics
Modi doctrine

See also
List of recipients of the Legion of Merit
List of foreign recipients of the Légion d'Honneur by country

Notes


== References ==",185,1294710465,https://en.wikipedia.org/w/index.php?title=List_of_awards_and_honours_received_by_Narendra_Modi&oldid=1294710465,d9661f98215d
International Leaders,Narendra Modi,List of international prime ministerial trips made by Narendra Modi,"The following is a list of international prime ministerial trips made by Narendra Modi since he became the Prime Minister of India, following his first oath of office in 2014.

Summary of international trips
As of June 2025, Narendra Modi has made 88 foreign trips, visiting 73 countries, including visits to the United States to attend the United Nations General Assembly.

As of June 2025:

2014
2015
2016
2017
2018
2019
2020
Prime Minister Modi did not make any international trips in 2020 due to the COVID-19 pandemic.

2021
2022
2023
2024
2025
Expected future trips
This is a list of international trips that Prime Minister Modi is expected to undertake in the near future, based either on official confirmation or on reliable media reports.

Multilateral meetings
See also
List of international trips made by prime ministers of India
History of Indian foreign relations
Premiership of Narendra Modi
List of international trips made by S. Jaishankar as Minister of External Affairs of India

Notes
References
External links
Outgoing Visits – by Ministry of External Affairs
Nonresident Prime Ministers? Measuring India’s Foreign Policy Orientation via Leadership Travel by Sumitha Narayanan Kutty and Walter C. Ladwig III",195,1294658298,https://en.wikipedia.org/w/index.php?title=List_of_international_prime_ministerial_trips_made_by_Narendra_Modi&oldid=1294658298,c4cdf7305e52
International Leaders,Angela Merkel,Freedom (Merkel book),"Freedom: Memoirs 1954–2021 is an autobiography written by the former Chancellor of the Federal Republic of Germany, Angela Merkel, and coauthor Beate Baumann. Merkel was the Chancellor for sixteen years, from 2005 to 2021. The book was published on November 26, 2024 by St. Martin's Press.

Synopsis
Merkel has written about her experiences growing up in East Germany and then leading Germany during several international crises as Chancellor.

References
External links
Official website
interview with Barak Obama. Politics and Prose bookstore. Video. YouTube. December 2, 2024.
Book excerpt: ""Freedom: Memoirs 1954-2021"" by Angela Merkel. CBS News. December 1, 2024.",99,1271974461,https://en.wikipedia.org/w/index.php?title=Freedom_%28Merkel_book%29&oldid=1271974461,e522d70ce92a
Ideology and Political Systems,Democracy,National Democracy,"National Democracy may refer to:

National democratic state, a state formation conceived by the Soviet concept of national democracy
National Democracy (Czech Republic)
National Democracy (Italy)
National Democracy (Philippines)
National Democracy (Poland)
National Democracy (Spain)
National Democracy (Ukraine)

See also
Civic nationalism, a general concept
National Democratic Movement (disambiguation)
National Democratic Party (disambiguation)
National Democrats (disambiguation)
Nationalist Democracy Party, Turkey
Party for National Democracy, Myanmar",65,1292125821,https://en.wikipedia.org/w/index.php?title=National_Democracy&oldid=1292125821,6857468b5d3f
Ideology and Political Systems,Socialism,Popular socialism,"Popular socialism may refer to: 

Popular socialism (Nordic countries)
Popular socialism (Central Europe)

See also
Left-wing populism
Left wing nationalism
Popular Socialist Party
People's Socialist Party",26,1288976438,https://en.wikipedia.org/w/index.php?title=Popular_socialism&oldid=1288976438,78990307f066
Ideology and Political Systems,Populism,Fiscal populism,"Fiscal populism (財政ポピュリズム) is a political ideology favoring increased spending and tax cuts, in defiance of fiscal conservatism and austerity. This is a term mainly used in Japanese politics.

History
The Democratic Party of Japan, which came to power in 2009, won power by writing a manifesto that included many policies aimed at the people, but failed to realize these policies because it could not support its finances.
At the 2024 Japanese general election, two fiscal populist parties made strides: Democratic Party For the People, which insists on cutting consumption taxes to 5% without providing financial resources, and Reiwa Shinsengumi, which advocates abolishing consumption taxes.
As of the 2020s, many politicians from the establishment Liberal Democratic Party and Constitutional Democratic Party of Japan are critical of fiscal populism. In 2025, former CDPJ leader Yukio Edano expressed opposition to fiscal populism, saying a consumption tax cut would be a ""fiscal puncture"".

See also
Anti-austerity movement


== References ==",157,1283363041,https://en.wikipedia.org/w/index.php?title=Fiscal_populism&oldid=1283363041,96e67644732a
Elections,Election 2004,2004 presidential election,"2004 presidential election may refer to:

2004 Afghan presidential election
2004 Algerian presidential election
2004 Austrian presidential election
2004 Dominican Republic presidential election
2004 Georgia presidential election
2004 Icelandic presidential election
2004 Indonesian presidential election
2004 Irish presidential election
2004 Macedonian presidential election
2004 Panamanian election
2004 Philippine general election
2004 Taiwan (Republic of China) presidential election
2004 Russian presidential election
2004 Salvadoran presidential election
2004 Serbian presidential elections
2004 Ukrainian presidential election
2004 United States presidential election",78,1200047387,https://en.wikipedia.org/w/index.php?title=2004_presidential_election&oldid=1200047387,6ef098690e5a
Elections,Voter Participation,Reyna Walters-Morgan,"Reyna Walters-Morgan is an American attorney and Democratic political activist, currently serving as the Vice Chair for Civic Engagement and Voter Participation for the Democratic National Committee. She has previously served as the Director of Civic Engagement and Voter Protection for the Democratic National Committee. Previously, she was a regional voter protection director for Hillary Clinton's 2016 presidential campaign and an attorney at her law firm, Walters-Morgan Law PLLC.
On December 27, 2024, Walters-Morgan announced her intention to run for election to the Vice Chair of Civic Engagement and Voter Participation role of the Democratic National Committee. On Saturday, February 1, 2025, Walters-Morgan was elected on the third ballot with 210 out of 409 total votes at the DNC's Winter Meeting in National Harbor, Maryland.

Early life and education
Walters-Morgan was born in Brooklyn and raised in North Carolina. She received her B.A. from UNC-Chapel Hill, and her Juris Doctor degree from Howard University School of Law. She is a member of Alpha Kappa Alpha Sorority, Inc.


== References ==",170,1294216140,https://en.wikipedia.org/w/index.php?title=Reyna_Walters-Morgan&oldid=1294216140,7ad5b9d4fea0
Elections,Hispanic/Latino Voters,Hispanics and Latinos in Maryland,"Hispanic and Latino Marylanders are residents of the state of Maryland who are of Hispanic or Latino ancestry. As of the year 2019, Hispanics and Latinos of any race were 10.4% of the state's population.  The largest concentration of Hispanics/Latinos is in the National Capital Area, where Hispanics and Latinos constitute 16.04% of the total population (17.02% of Montgomery County and 14.94% of Prince George's County). Some Maryland communities such as Langley Park, Riverdale Park, East Riverdale, Templeville, and Marydel have Hispanic and Latino-majority populations. Other communities such as Wheaton, Glenmont, and Aspen Hill have a Hispanic/Latino plurality population.

History
In the early 18th century, a Sephardi Spanish and Portuguese Jewish community was established in Maryland. This small community of Sephardim was centered in Baltimore.

Baltimore
Politics
As of 2016, 35.8% of Maryland's Hispanic and Latino population was eligible to vote. By contrast, 80% of non-Hispanic white Marylanders are eligible to vote. Maryland had 199,000 Hispanic/Latino eligible voters, ranking 20th in the United States by state. 5% of all eligible voters in Maryland are Hispanic/Latino.

Hispanic or Latino by national origin
See also
Hispanics and Latinos in Washington, D.C.

References
External links

Hispanics in Maryland: Health Data and Resources",199,1285122412,https://en.wikipedia.org/w/index.php?title=Hispanics_and_Latinos_in_Maryland&oldid=1285122412,741f214245b5
Elections,Political Parties,Lists of political parties,"Lists of political parties include:

List of agrarian parties
List of animal advocacy parties
List of Arab nationalist parties
List of banned political parties
List of centrist political parties
List of Christian democratic parties
List of communist parties
List of communitarian political parties
List of democratic socialist parties and organizations
List of European federalist political parties
List of Eurosceptic political parties
List of fictional political parties
List of frivolous political parties
List of generic names of political parties
List of green political parties
List of Hindu nationalist political parties
List of humanist political parties
List of Islamic political parties
List of Labour parties
List of largest political parties
List of left-conservative political parties
List of left-wing political parties
List of major liberal parties considered left
List of political parties by region
List of pro-European political parties
List of pro-Russian political parties
List of right-wing political parties
List of ruling political parties by country
List of social conservative political parties
List of social democratic parties
List of syncretic political parties
List of Trotskyist organizations by country
Political lists § Political parties by country

See also
List of political ideologies
List of populists
Category:Political party disambiguation pages",195,1294175437,https://en.wikipedia.org/w/index.php?title=Lists_of_political_parties&oldid=1294175437,6e2224a3a76d
Disasters and Accidents,Disasters and Accidents,List of accidents and disasters by death toll,"This is a list of accidents and disasters by death toll. It shows the number of fatalities associated with various explosions, structural fires, flood disasters, coal mine disasters, and other notable accidents caused by negligence connected to improper architecture, planning, construction, design, and more. Purposeful disasters, such as military or terrorist attacks, are omitted. 
While all of the listed accidents caused immediately massive numbers of lives lost, further widespread deaths were connected to many of these incidents, often the result of prolonged or lingering effects of the initial catastrophe. This was the case particularly in such cases as exposure to contaminated air, toxic chemicals or radiation, some years later due to lung damage, cancer, etc. Some numbers in the table below reflect both immediate and delayed deaths related to accidents, while many do not.

Engineering
Explosions
Industrial
Nuclear and radiation
Structural collapses
Structural fires
Recreation
Amusement parks
Crowd crushes
Sporting events
Transportation
Aviation
Cable cars
Elevators
Peacetime maritime
Rail
Road
Space
Other
Smog
See also
Lists of death tolls
List of natural disasters by death toll


== References ==",179,1294385706,https://en.wikipedia.org/w/index.php?title=List_of_accidents_and_disasters_by_death_toll&oldid=1294385706,31da76134851
Disasters and Accidents,Disasters and Accidents,List of maritime disasters,"The list of maritime disasters is a link page for maritime disasters by century.
For a unified list of peacetime disasters by death toll, see List of accidents and disasters by death toll § Peacetime Maritime.

Pre-18th century
Peacetime disasters
All ships are vulnerable to problems from weather conditions, faulty design or human error. Some of the disasters below occurred during periods of conflict, although their losses were unrelated to any military action. The table listings are in decreasing order of the magnitude of casualties.

Wartime disasters
Disasters with great loss of life can occur in times of armed conflict. Shown below are some of the known events with major losses.

18th century
19th century
20th century
World War I
World War II
21st century
See also
Shipwreck
List of shipwrecks
List of disasters
List of accidents and disasters by death toll
List by death toll of ships sunk by submarines
List of RORO vessel accidents
List of air disasters


== References ==",163,1277236784,https://en.wikipedia.org/w/index.php?title=List_of_maritime_disasters&oldid=1277236784,1e974df486a9
Covid-19,COVID-19 and Science,List of deaths due to COVID-19,"This is a list of notable people reported as having died either from coronavirus disease 2019 (COVID-19) or post COVID-19 (long COVID), as a result of infection by the virus SARS-CoV-2 during the COVID-19 pandemic and post-COVID-19 pandemic.

Index
Deaths
2020
2021
2022
2023
2024
2025
See also
Deaths in 2020
Deaths in 2021
Deaths in 2022
Deaths in 2023
Deaths in 2024
Deaths in 2025
Deaths of anti-vaccine advocates from COVID-19
List of COVID-19 deaths in North America
List of COVID-19 deaths in South Africa


== References ==",89,1293048304,https://en.wikipedia.org/w/index.php?title=List_of_deaths_due_to_COVID-19&oldid=1293048304,a8d45773150a
"Income, Wealth, and Inequality",Economic Inequality,Inequality,"Inequality may refer to:

Inequality (mathematics), a relation between two quantities when they are different.
Economic inequality, difference in economic well-being between population groups
Income inequality, an unequal distribution of income
Wealth inequality, an unequal distribution of wealth
Spatial inequality, the unequal distribution of income and resources across geographical regions
International inequality, economic differences between countries
Social inequality, unequal opportunities and rewards for different social positions or statuses within a group
Gender inequality, unequal treatment or perceptions due to gender
Racial inequality, social distinctions between racial and ethnic groups within a society
Health inequality, differences in the quality of health and healthcare across populations
Educational inequality, the unequal distribution of academic resources
Environmental inequality, unequal environmental harms between different neighborhoods or cities
Urban forest inequity, an unequal distribution of trees
Attention inequality, unequal distribution of attention across users, groups of people, issues in etc. in attention economy
Participation inequality, the phenomenon in which a small percentage of people contributes the majority of information to the total outcome

See also
Equality (disambiguation)
Equal (disambiguation)
Inequation (≠)
List of countries by wealth inequality
List of countries by income inequality
List of inequalities",190,1278927322,https://en.wikipedia.org/w/index.php?title=Inequality&oldid=1278927322,8283f52af9ee
"Income, Wealth, and Inequality",Income and Wages,Median income,"The median income is the income amount that divides a population into two groups, half having an income above that amount, and half having an income below that amount. It may differ from the mean (or average) income. Both of these are ways of understanding income distribution. Median income can be calculated by household income, by personal income, or for specific demographic groups. When taxes and mandatory contributions are subtracted from income, the result is called net or disposable income. The measurement of income from individuals and households, which is necessary to produce statistics such as the median, can pose challenges and yield results inconsistent with aggregate national accounts data. For example, an academic study on the Census income data claims that when correcting for underreporting, U.S. median gross household income was 15% higher in 2010 (table 3).

Median equivalised disposable income (OECD)
See also
Disposable household and per capita income
Income distribution
List of countries by average wage
List of countries by wealth per adult
List of countries by GNI per capita growth
List of countries by real GDP per capita growth


== References ==",186,1294632926,https://en.wikipedia.org/w/index.php?title=Median_income&oldid=1294632926,bb8a7da7f93d
"Income, Wealth, and Inequality",Poverty,Poverty in Romania,"Poverty in Romania refers to the percentage of the population of Romania that is considered to be living in poverty under various measures of poverty.
The Romanian government defines ""poverty"" as an income less than 60% of the national median. In 2017, 23.6% of the population, or 4.6 million people, were affected by poverty. The poverty rates varied by age, with 32.2% for those aged 0-17 and 19.2% for those aged 50-64. Among the development regions, Nord-Est and Sud-Vest had the highest poverty rates (33.4%), while București - Ilfov had the lowest (6.1%).
In 2014, 70% of the Roma minority were at risk of living in poverty.

References
References
(in Romanian) National Institute of Statistics, ""Dimensiuni ale incluziunii sociale în România, în anul 2017"", Bucharest, 2018",126,1274816251,https://en.wikipedia.org/w/index.php?title=Poverty_in_Romania&oldid=1274816251,d093087429a6
